method,task,metric,value
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,1.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,1.0
meta,crossing,target_achievement_ratio,0.0
meta,crossing,target_achievement_ratio,0.0
meta,aggregation,max_min_distance,2.6088183632826176
meta,aggregation,max_min_distance,2.929853416611552
meta,aggregation,max_min_distance,0.7976711572757571
meta,aggregation,max_min_distance,0.2339527551043929
meta,aggregation,max_min_distance,0.19320376387038304
meta,aggregation,max_min_distance,0.2228244889183558
meta,aggregation,max_min_distance,0.009506264842258944
meta,aggregation,max_min_distance,0.34379259882368185
meta,aggregation,max_min_distance,0.3571140031162842
meta,aggregation,max_min_distance,0.5701060664638116
meta,aggregation,max_min_distance,3.547539789083365
meta,aggregation,max_min_distance,0.4493654934492574
meta,aggregation,max_min_distance,0.19430815614186137
meta,aggregation,max_min_distance,1.791675939749362
meta,aggregation,max_min_distance,0.197362849271883
meta,aggregation,max_min_distance,0.28962412018304157
meta,aggregation,max_min_distance,0.5120899692245611
meta,aggregation,max_min_distance,1.995302668707769
meta,aggregation,max_min_distance,0.12140114750702785
meta,aggregation,max_min_distance,1.8482805781416187
meta,aggregation,max_min_distance,3.054907647161114
meta,aggregation,max_min_distance,0.21008581279495014
meta,aggregation,max_min_distance,0.22560532367701913
meta,aggregation,max_min_distance,0.2611876865644637
meta,aggregation,max_min_distance,2.833852688141853
meta,aggregation,max_min_distance,1.731770619610293
meta,aggregation,max_min_distance,1.4538349759586608
meta,aggregation,max_min_distance,0.25979006759372464
meta,aggregation,max_min_distance,4.952790935322431
meta,aggregation,max_min_distance,3.523869129690591
meta,aggregation,max_min_distance,0.21136677710857574
meta,aggregation,max_min_distance,1.7461787545269494
meta,aggregation,max_min_distance,3.3374597944933284
meta,aggregation,max_min_distance,2.637780142126106
meta,aggregation,max_min_distance,0.19402573263769793
meta,aggregation,max_min_distance,0.09476908022127106
meta,aggregation,max_min_distance,0.2087037127916547
meta,aggregation,max_min_distance,0.27753544903286936
meta,aggregation,max_min_distance,1.39721549021859
meta,aggregation,max_min_distance,2.5919014787919483
meta,aggregation,max_min_distance,1.5383829662555024
meta,aggregation,max_min_distance,4.751337292394508
meta,aggregation,max_min_distance,0.27778457972266857
meta,aggregation,max_min_distance,2.421960245006975
meta,aggregation,max_min_distance,1.01891633240581
meta,aggregation,max_min_distance,2.356068647477642
meta,aggregation,max_min_distance,0.10275228228036654
meta,aggregation,max_min_distance,0.2842974979507746
meta,aggregation,max_min_distance,-0.003994873108546904
meta,aggregation,max_min_distance,0.2424055666139748
meta,aggregation,max_min_distance,0.229758915087406
meta,aggregation,max_min_distance,0.2866151070464355
meta,aggregation,max_min_distance,0.210896561072519
meta,aggregation,max_min_distance,0.29702331135716475
meta,aggregation,max_min_distance,0.21100411898222718
meta,aggregation,max_min_distance,0.13122787961813576
meta,aggregation,max_min_distance,0.2676575191967229
meta,aggregation,max_min_distance,3.2273278300381163
meta,shaping,procrustes_distance,0.05659583595956503
meta,shaping,procrustes_distance,0.0003840919966693966
meta,shaping,procrustes_distance,0.0010504347181061182
meta,shaping,procrustes_distance,0.00030382122839851366
meta,shaping,procrustes_distance,0.00018706648914883147
meta,shaping,procrustes_distance,0.0022624697891721235
meta,shaping,procrustes_distance,0.09491650321502555
meta,shaping,procrustes_distance,0.00040665241946987504
meta,shaping,procrustes_distance,0.3794643898485803
meta,shaping,procrustes_distance,0.2707030423352485
meta,shaping,procrustes_distance,0.00014528132131177093
meta,shaping,procrustes_distance,0.00032303670330190143
meta,shaping,procrustes_distance,0.49592868793506917
meta,shaping,procrustes_distance,0.509274848441835
meta,shaping,procrustes_distance,0.0002616323973133724
meta,shaping,procrustes_distance,0.00031473516656285516
meta,shaping,procrustes_distance,0.00010863307276391097
meta,shaping,procrustes_distance,0.15330703460445566
meta,shaping,procrustes_distance,0.6367719938843887
meta,shaping,procrustes_distance,0.7526327763368368
meta,shaping,procrustes_distance,0.48717075602519566
meta,shaping,procrustes_distance,0.005146118741372336
meta,shaping,procrustes_distance,0.00026478265387223644
meta,shaping,procrustes_distance,0.001719549788992207
meta,shaping,procrustes_distance,0.5441788057398448
meta,shaping,procrustes_distance,0.8379304699255059
meta,shaping,procrustes_distance,0.004437058177507669
meta,shaping,procrustes_distance,0.0010292309461089164
meta,shaping,procrustes_distance,0.7971421436599345
meta,shaping,procrustes_distance,0.00011718510169116217
meta,shaping,procrustes_distance,0.00017081756441139937
meta,shaping,procrustes_distance,0.7460053466526785
meta,shaping,procrustes_distance,0.0003165848052580718
meta,shaping,procrustes_distance,0.006540576513722645
meta,shaping,procrustes_distance,0.862172608516092
meta,shaping,procrustes_distance,0.36814968292919087
meta,shaping,procrustes_distance,0.0003583695277447971
meta,shaping,procrustes_distance,0.6745620637556552
meta,shaping,procrustes_distance,0.28529060392952044
meta,shaping,procrustes_distance,0.0003998533924854231
meta,shaping,procrustes_distance,0.00017243346531006624
meta,shaping,procrustes_distance,0.0003848250590901671
meta,shaping,procrustes_distance,0.6541404944175463
meta,shaping,procrustes_distance,0.06761714184575442
meta,shaping,procrustes_distance,0.6768167831893392
meta,shaping,procrustes_distance,0.0012607885715451709
meta,shaping,procrustes_distance,0.0007998467308380016
meta,shaping,procrustes_distance,0.00013635446759773968
meta,shaping,procrustes_distance,0.6998219926114306
meta,shaping,procrustes_distance,0.686115423312668
meta,shaping,procrustes_distance,0.011245615746731396
meta,shaping,procrustes_distance,0.6749540268043419
meta,shaping,procrustes_distance,0.7000922850966602
meta,shaping,procrustes_distance,0.3763402023506877
meta,shaping,procrustes_distance,0.004042052095061193
meta,shaping,procrustes_distance,0.4868362348027556
meta,shaping,procrustes_distance,0.7488323303858955
meta,shaping,procrustes_distance,0.011032953437086344
meta,shaping,procrustes_distance,0.0007993856930152426
meta,shaping,procrustes_distance,0.7678301698496436
meta,shaping,procrustes_distance,0.00016858655083882546
meta,shaping,procrustes_distance,0.5889474617230799
meta,shaping,procrustes_distance,0.4596897683823091
meta,shaping,procrustes_distance,0.001243721402592783
meta,shaping,procrustes_distance,0.851797680436732
meta,shaping,procrustes_distance,0.48426339880867636
meta,shaping,procrustes_distance,0.09880042862665839
meta,shaping,procrustes_distance,0.7041851820533586
meta,shaping,procrustes_distance,0.6240716648880913
meta,shaping,procrustes_distance,0.6926964526875595
meta,encircling,mean_distance_error,0.6565532516118717
meta,encircling,mean_distance_error,1.224369836584155
meta,encircling,mean_distance_error,0.9158070921127429
meta,encircling,mean_distance_error,0.03690517103840415
meta,encircling,mean_distance_error,0.8678701680279198
meta,encircling,mean_distance_error,0.5826983280184973
meta,encircling,mean_distance_error,1.1707866182330346
meta,encircling,mean_distance_error,2.4604845439323353
meta,encircling,mean_distance_error,0.0323618433055437
meta,encircling,mean_distance_error,1.5048622145244763
meta,encircling,mean_distance_error,0.14881550458138015
meta,encircling,mean_distance_error,2.338737621654163
meta,encircling,mean_distance_error,2.402897542444063
meta,encircling,mean_distance_error,1.5151198429407158
meta,encircling,mean_distance_error,1.057002253372214
meta,encircling,mean_distance_error,0.7913023178213535
meta,encircling,mean_distance_error,0.3439594491123774
meta,encircling,mean_distance_error,1.512592523652825
meta,encircling,mean_distance_error,2.0120097809941417
meta,encircling,mean_distance_error,3.146979758420614
meta,encircling,mean_distance_error,0.6976841038742686
meta,encircling,mean_distance_error,0.123763939146617
meta,encircling,mean_distance_error,0.6926026008158798
meta,encircling,mean_distance_error,0.6961201784189646
meta,encircling,mean_distance_error,0.021927364954943036
meta,encircling,mean_distance_error,0.735462395828232
meta,encircling,mean_distance_error,0.5031432829460416
meta,encircling,mean_distance_error,1.2218492754740347
meta,encircling,mean_distance_error,0.6895271507931149
meta,encircling,mean_distance_error,0.3865380227210034
meta,encircling,mean_distance_error,1.511852973682459
meta,encircling,mean_distance_error,0.8938243480933696
meta,encircling,mean_distance_error,0.6910053049593717
meta,encircling,mean_distance_error,0.588705461090622
meta,encircling,mean_distance_error,0.3895368357469607
meta,encircling,mean_distance_error,0.507266503873332
meta,encircling,mean_distance_error,1.5451664309856186
meta,encircling,mean_distance_error,0.18103998444466418
meta,encircling,mean_distance_error,1.039500188742815
meta,encircling,mean_distance_error,0.4832767758923617
meta,encircling,mean_distance_error,0.24440693518659296
meta,encircling,mean_distance_error,0.05586694081508912
meta,encircling,mean_distance_error,1.2018181228996985
meta,encircling,mean_distance_error,0.06257914472029763
meta,encircling,mean_distance_error,0.6570865777197211
meta,encircling,mean_distance_error,1.23015322077905
meta,encircling,mean_distance_error,0.45059231783114395
meta,encircling,mean_distance_error,0.7134653232946673
meta,encircling,mean_distance_error,0.37863909119044004
meta,encircling,mean_distance_error,0.576830673194713
meta,encircling,mean_distance_error,1.659145853957576
meta,encircling,mean_distance_error,2.3147557130111687
meta,encircling,mean_distance_error,0.18677838246793757
meta,encircling,mean_distance_error,0.4041081266701143
meta,encircling,mean_distance_error,1.1744919365872377
meta,encircling,mean_distance_error,1.5594904624179182
meta,encircling,mean_distance_error,2.1666743026409243
meta,encircling,mean_distance_error,1.3403230906374646
meta,encircling,mean_distance_error,0.019415455406869824
meta,encircling,mean_distance_error,0.16435367944325305
meta,encircling,mean_distance_error,0.7300030208127805
meta,encircling,mean_distance_error,0.4995856244146328
meta,encircling,mean_distance_error,2.2147542440590158
meta,encircling,mean_distance_error,0.708846970504565
meta,encircling,mean_distance_error,1.5596716619372435
meta,encircling,mean_distance_error,0.0307498145714105
meta,encircling,mean_distance_error,0.022227091332563675
meta,encircling,mean_distance_error,0.5556691948463425
meta,encircling,mean_distance_error,0.052361597225998
meta,encircling,mean_distance_error,0.03465251790952919
meta,covering,area_ratio,0.26595750226060355
meta,covering,variance_nearest_neighbor_distance,0.00971891385231199
meta,covering,area_ratio,1.4125878681510426
meta,covering,variance_nearest_neighbor_distance,0.0012141111255886332
meta,covering,area_ratio,0.13151722127108054
meta,covering,variance_nearest_neighbor_distance,0.009656830288862016
meta,covering,area_ratio,0.2602463878710727
meta,covering,variance_nearest_neighbor_distance,0.014466207074788557
meta,covering,area_ratio,0.5625941106700041
meta,covering,variance_nearest_neighbor_distance,0.013486678147086024
meta,covering,area_ratio,0.13333926764778284
meta,covering,variance_nearest_neighbor_distance,0.0017735678499851762
meta,covering,area_ratio,0.2730259695121046
meta,covering,variance_nearest_neighbor_distance,0.004016037222951934
meta,covering,area_ratio,0.2668707210766658
meta,covering,variance_nearest_neighbor_distance,0.00296651228167129
meta,covering,area_ratio,1.3910108019573644
meta,covering,variance_nearest_neighbor_distance,0.006994601837120406
meta,covering,area_ratio,1.1488788832910237
meta,covering,variance_nearest_neighbor_distance,0.7812371159636464
meta,covering,area_ratio,0.5215550325673786
meta,covering,variance_nearest_neighbor_distance,0.08649182910751557
meta,covering,area_ratio,0.8823187995861813
meta,covering,variance_nearest_neighbor_distance,0.08580062101358085
meta,covering,area_ratio,0.2324474838655721
meta,covering,variance_nearest_neighbor_distance,0.00445371659636366
meta,covering,area_ratio,0.2518152093211702
meta,covering,variance_nearest_neighbor_distance,0.00921277131133679
meta,covering,area_ratio,0.2836489014193912
meta,covering,variance_nearest_neighbor_distance,0.0043355637736313115
meta,covering,area_ratio,0.2567700186357738
meta,covering,variance_nearest_neighbor_distance,0.005044608488626638
meta,covering,area_ratio,0.11917052352171208
meta,covering,variance_nearest_neighbor_distance,0.04024656317533443
meta,covering,area_ratio,0.26534007134171456
meta,covering,variance_nearest_neighbor_distance,0.015117784184294207
meta,covering,area_ratio,0.818596316031789
meta,covering,variance_nearest_neighbor_distance,0.1430224203704462
meta,covering,area_ratio,0.8289576560470593
meta,covering,variance_nearest_neighbor_distance,0.27372091644723506
meta,covering,area_ratio,1.1548149327551644
meta,covering,variance_nearest_neighbor_distance,0.004323659509408005
meta,covering,area_ratio,0.3965181247152206
meta,covering,variance_nearest_neighbor_distance,0.04351107848580892
meta,covering,area_ratio,0.28653122897426697
meta,covering,variance_nearest_neighbor_distance,0.003913842533473611
meta,covering,area_ratio,0.6312689129413243
meta,covering,variance_nearest_neighbor_distance,0.09000366167969223
meta,covering,area_ratio,0.2621964912649543
meta,covering,variance_nearest_neighbor_distance,0.0031390225995189015
meta,covering,area_ratio,1.6169262010190097
meta,covering,variance_nearest_neighbor_distance,0.09050281091239927
meta,covering,area_ratio,0.23235648467209577
meta,covering,variance_nearest_neighbor_distance,0.005203093124208652
meta,covering,area_ratio,0.607306529424667
meta,covering,variance_nearest_neighbor_distance,0.03287169334371982
meta,covering,area_ratio,0.2604615616492023
meta,covering,variance_nearest_neighbor_distance,0.002482640365626903
meta,covering,area_ratio,0.27598290070625386
meta,covering,variance_nearest_neighbor_distance,0.006243362176915802
meta,covering,area_ratio,0.25341552079212
meta,covering,variance_nearest_neighbor_distance,0.010663504609320315
meta,covering,area_ratio,0.245392049740316
meta,covering,variance_nearest_neighbor_distance,0.009889628907973768
meta,covering,area_ratio,0.7736805966781536
meta,covering,variance_nearest_neighbor_distance,0.1307455351216663
meta,covering,area_ratio,0.10025536169586502
meta,covering,variance_nearest_neighbor_distance,0.00024002047953312466
meta,covering,area_ratio,0.25237122826936653
meta,covering,variance_nearest_neighbor_distance,0.0028469220238695123
meta,covering,area_ratio,0.6651162645351111
meta,covering,variance_nearest_neighbor_distance,0.13643899267384874
meta,covering,area_ratio,0.31735586564748985
meta,covering,variance_nearest_neighbor_distance,0.1371692728890374
meta,covering,area_ratio,0.068736842484685
meta,covering,variance_nearest_neighbor_distance,0.012561909855690397
meta,covering,area_ratio,0.0902112037103365
meta,covering,variance_nearest_neighbor_distance,0.0019544504529540605
meta,covering,area_ratio,0.8342256931843722
meta,covering,variance_nearest_neighbor_distance,0.012475032439950224
meta,covering,area_ratio,0.13357446736493597
meta,covering,variance_nearest_neighbor_distance,0.00032011737005232773
meta,covering,area_ratio,0.155258569910732
meta,covering,variance_nearest_neighbor_distance,0.003043741273832116
meta,covering,area_ratio,1.655501736383318
meta,covering,variance_nearest_neighbor_distance,0.4764090370311178
meta,covering,area_ratio,0.12593103680727735
meta,covering,variance_nearest_neighbor_distance,0.005018332782222094
meta,covering,area_ratio,0.8871265313335741
meta,covering,variance_nearest_neighbor_distance,0.0016809556875511562
meta,covering,area_ratio,0.27859110625176675
meta,covering,variance_nearest_neighbor_distance,0.00564075912736922
meta,covering,area_ratio,0.25491522011178386
meta,covering,variance_nearest_neighbor_distance,0.0054787923210094696
meta,covering,area_ratio,0.2324639408718567
meta,covering,variance_nearest_neighbor_distance,0.004956393559584224
meta,covering,area_ratio,1.057656468506649
meta,covering,variance_nearest_neighbor_distance,0.043250769098926514
meta,covering,area_ratio,0.2868576961693092
meta,covering,variance_nearest_neighbor_distance,0.0033145754885880296
meta,covering,area_ratio,0.10496734670109632
meta,covering,variance_nearest_neighbor_distance,0.0032720458045642103
meta,covering,area_ratio,0.5322914386481598
meta,covering,variance_nearest_neighbor_distance,0.14778436405325115
meta,covering,area_ratio,0.24965666566207487
meta,covering,variance_nearest_neighbor_distance,0.01972801762738157
meta,covering,area_ratio,0.8647324421868666
meta,covering,variance_nearest_neighbor_distance,0.03275183811867641
meta,covering,area_ratio,0.06250057214390958
meta,covering,variance_nearest_neighbor_distance,0.003956957751380174
meta,covering,area_ratio,0.25488302873896795
meta,covering,variance_nearest_neighbor_distance,0.003582192795320339
meta,covering,area_ratio,1.278228013453866
meta,covering,variance_nearest_neighbor_distance,0.0033862789863483515
meta,covering,area_ratio,1.0103629433636212
meta,covering,variance_nearest_neighbor_distance,0.014158907831447201
meta,covering,area_ratio,0.31755808131748103
meta,covering,variance_nearest_neighbor_distance,0.03767348655169137
meta,covering,area_ratio,0.08050529800737007
meta,covering,variance_nearest_neighbor_distance,0.004122015510946604
meta,covering,area_ratio,0.19749296925601412
meta,covering,variance_nearest_neighbor_distance,0.012888938947411522
meta,covering,area_ratio,0.26939287094608927
meta,covering,variance_nearest_neighbor_distance,0.0035795995816881175
meta,covering,area_ratio,1.6686655713255911
meta,covering,variance_nearest_neighbor_distance,0.2849874107678223
meta,covering,area_ratio,0.8826703271321971
meta,covering,variance_nearest_neighbor_distance,0.03878563771285941
meta,covering,area_ratio,0.2663168752043747
meta,covering,variance_nearest_neighbor_distance,0.0036716965725302132
meta,covering,area_ratio,0.13878122562935669
meta,covering,variance_nearest_neighbor_distance,0.013086650337850147
meta,covering,area_ratio,0.0519372771697863
meta,covering,variance_nearest_neighbor_distance,0.006548759924191752
meta,covering,area_ratio,0.8889509160934014
meta,covering,variance_nearest_neighbor_distance,0.00011820777804239517
meta,covering,area_ratio,1.0395154477347874
meta,covering,variance_nearest_neighbor_distance,0.06838764607601833
meta,covering,area_ratio,0.2747503695175908
meta,covering,variance_nearest_neighbor_distance,0.009991310450919198
llm2swarm,flocking,spatial_variance,0.3175415209010979
llm2swarm,flocking,mean_dtw_distance,159.39877465362855
llm2swarm,flocking,spatial_variance,0.4729182654884685
llm2swarm,flocking,mean_dtw_distance,1243.4981204289707
llm2swarm,flocking,spatial_variance,0.13171866190081263
llm2swarm,flocking,mean_dtw_distance,792.2293754818584
llm2swarm,flocking,spatial_variance,3.1993438007196735
llm2swarm,flocking,mean_dtw_distance,3364.5054704195095
llm2swarm,flocking,spatial_variance,3.106916735117087
llm2swarm,flocking,mean_dtw_distance,3207.4782708213775
llm2swarm,flocking,spatial_variance,0.29832079395204214
llm2swarm,flocking,mean_dtw_distance,1167.5612890453494
llm2swarm,flocking,spatial_variance,0.2875195972804737
llm2swarm,flocking,mean_dtw_distance,154.55778870722563
llm2swarm,flocking,spatial_variance,0.2920939614042726
llm2swarm,flocking,mean_dtw_distance,155.28390732083196
llm2swarm,flocking,spatial_variance,0.4863768455461456
llm2swarm,flocking,mean_dtw_distance,1271.5202852589248
llm2swarm,flocking,spatial_variance,0.26745243242087546
llm2swarm,flocking,mean_dtw_distance,151.09614404752915
llm2swarm,flocking,spatial_variance,1.2020350552062895
llm2swarm,flocking,mean_dtw_distance,1673.010929965037
llm2swarm,flocking,spatial_variance,0.1091184335535815
llm2swarm,flocking,mean_dtw_distance,644.9981959699014
llm2swarm,flocking,spatial_variance,0.3395557170625203
llm2swarm,flocking,mean_dtw_distance,167.34420769374944
llm2swarm,flocking,spatial_variance,2.1297439199399992
llm2swarm,flocking,mean_dtw_distance,2538.749261580761
llm2swarm,flocking,spatial_variance,0.2802971842144091
llm2swarm,flocking,mean_dtw_distance,149.1692503387539
llm2swarm,flocking,spatial_variance,0.2897316739737201
llm2swarm,flocking,mean_dtw_distance,152.8637656059099
llm2swarm,flocking,spatial_variance,0.21688466161283704
llm2swarm,flocking,mean_dtw_distance,926.6176983594489
llm2swarm,flocking,spatial_variance,0.3026638106219777
llm2swarm,flocking,mean_dtw_distance,153.08373023330975
llm2swarm,flocking,spatial_variance,4.2154844080034755
llm2swarm,flocking,mean_dtw_distance,3808.3820063890353
llm2swarm,flocking,spatial_variance,2.856501132171746
llm2swarm,flocking,mean_dtw_distance,3110.412285163176
llm2swarm,flocking,spatial_variance,3.198092747847654
llm2swarm,flocking,mean_dtw_distance,3182.036366198649
llm2swarm,flocking,spatial_variance,0.3274454648790309
llm2swarm,flocking,mean_dtw_distance,163.88957504141536
llm2swarm,flocking,spatial_variance,0.28632717903106464
llm2swarm,flocking,mean_dtw_distance,154.37049741993027
llm2swarm,flocking,spatial_variance,0.25706941706054753
llm2swarm,flocking,mean_dtw_distance,144.27491018660803
llm2swarm,flocking,spatial_variance,0.3035505905786585
llm2swarm,flocking,mean_dtw_distance,154.00304943206334
llm2swarm,flocking,spatial_variance,0.3155724386246162
llm2swarm,flocking,mean_dtw_distance,159.1859916659496
llm2swarm,flocking,spatial_variance,2.5797051320578728
llm2swarm,flocking,mean_dtw_distance,2840.400512700698
llm2swarm,flocking,spatial_variance,10.790132292014551
llm2swarm,flocking,mean_dtw_distance,5923.577837039448
llm2swarm,flocking,spatial_variance,0.32632675490620294
llm2swarm,flocking,mean_dtw_distance,165.5564836865021
llm2swarm,flocking,spatial_variance,7.237709667410692
llm2swarm,flocking,mean_dtw_distance,4945.0687107525055
llm2swarm,flocking,spatial_variance,2.942322803988535
llm2swarm,flocking,mean_dtw_distance,2981.2850774624626
llm2swarm,flocking,spatial_variance,4.199745395674935
llm2swarm,flocking,mean_dtw_distance,3832.8438581214136
llm2swarm,flocking,spatial_variance,0.3551353386158044
llm2swarm,flocking,mean_dtw_distance,171.40470345891796
llm2swarm,flocking,spatial_variance,0.296274704288938
llm2swarm,flocking,mean_dtw_distance,154.1055457269261
llm2swarm,flocking,spatial_variance,0.30651664306267945
llm2swarm,flocking,mean_dtw_distance,1181.397616093382
llm2swarm,flocking,spatial_variance,0.3091125235374833
llm2swarm,flocking,mean_dtw_distance,159.2179896507209
llm2swarm,flocking,spatial_variance,7.608063105159134
llm2swarm,flocking,mean_dtw_distance,539.0466214303289
llm2swarm,flocking,spatial_variance,0.29417565451517114
llm2swarm,flocking,mean_dtw_distance,154.21472725865792
llm2swarm,flocking,spatial_variance,0.7941258922025975
llm2swarm,flocking,mean_dtw_distance,1471.8756465539773
llm2swarm,flocking,spatial_variance,0.3339651247355645
llm2swarm,flocking,mean_dtw_distance,1242.17154140188
llm2swarm,flocking,spatial_variance,7.66249950299793
llm2swarm,flocking,mean_dtw_distance,430.9298812242434
llm2swarm,flocking,spatial_variance,2.6002051805695516
llm2swarm,flocking,mean_dtw_distance,2903.06999569603
llm2swarm,flocking,spatial_variance,0.2875162251890486
llm2swarm,flocking,mean_dtw_distance,151.47100816368226
llm2swarm,flocking,spatial_variance,0.3252877560491578
llm2swarm,flocking,mean_dtw_distance,1220.8717368546677
llm2swarm,flocking,spatial_variance,2.7942427466664883
llm2swarm,flocking,mean_dtw_distance,2821.878186387865
llm2swarm,flocking,spatial_variance,2.7632364792141715
llm2swarm,flocking,mean_dtw_distance,2944.193278554939
llm2swarm,flocking,spatial_variance,0.3020222187094582
llm2swarm,flocking,mean_dtw_distance,160.42671856607302
llm2swarm,flocking,spatial_variance,0.3360478999288605
llm2swarm,flocking,mean_dtw_distance,161.02282286581726
llm2swarm,flocking,spatial_variance,3.070099151041278
llm2swarm,flocking,mean_dtw_distance,3278.9120362148446
llm2swarm,flocking,spatial_variance,0.29857571356079904
llm2swarm,flocking,mean_dtw_distance,1172.2582312798427
llm2swarm,flocking,spatial_variance,0.24825343807323286
llm2swarm,flocking,mean_dtw_distance,214.60354052959863
llm2swarm,flocking,spatial_variance,0.2587318840629182
llm2swarm,flocking,mean_dtw_distance,143.89536339251552
llm2swarm,flocking,spatial_variance,7.039025510520941
llm2swarm,flocking,mean_dtw_distance,4831.177075697446
llm2swarm,flocking,spatial_variance,2.346518606983933
llm2swarm,flocking,mean_dtw_distance,2775.2653835815518
llm2swarm,flocking,spatial_variance,0.31098692985052034
llm2swarm,flocking,mean_dtw_distance,161.18306901975194
llm2swarm,flocking,spatial_variance,1.9418679706406736
llm2swarm,flocking,mean_dtw_distance,2642.518820335322
llm2swarm,flocking,spatial_variance,2.5796930413164647
llm2swarm,flocking,mean_dtw_distance,2832.472755821528
llm2swarm,flocking,spatial_variance,1.5350483936085104
llm2swarm,flocking,mean_dtw_distance,2478.1772585537287
llm2swarm,flocking,spatial_variance,0.31893387779194116
llm2swarm,flocking,mean_dtw_distance,157.74385655200837
llm2swarm,flocking,spatial_variance,0.2941720345660249
llm2swarm,flocking,mean_dtw_distance,153.1253355846954
llm2swarm,flocking,spatial_variance,0.321896906197619
llm2swarm,flocking,mean_dtw_distance,160.97505611046157
llm2swarm,flocking,spatial_variance,1.5589049873177907
llm2swarm,flocking,mean_dtw_distance,2504.0136432582694
llm2swarm,flocking,spatial_variance,0.3108137680622462
llm2swarm,flocking,mean_dtw_distance,155.63692842661774
llm2swarm,flocking,spatial_variance,0.24646039437479722
llm2swarm,flocking,mean_dtw_distance,142.25268970291785
llm2swarm,flocking,spatial_variance,0.2573689596500717
llm2swarm,flocking,mean_dtw_distance,143.97817926846758
llm2swarm,flocking,spatial_variance,0.29145014834764826
llm2swarm,flocking,mean_dtw_distance,1046.3457352123307
llm2swarm,flocking,spatial_variance,1.5639869300375366
llm2swarm,flocking,mean_dtw_distance,2461.7303565158613
llm2swarm,flocking,spatial_variance,2.5543502444033312
llm2swarm,flocking,mean_dtw_distance,2827.4034021008665
llm2swarm,flocking,spatial_variance,3.7019761853557576
llm2swarm,flocking,mean_dtw_distance,3657.6248865171087
llm2swarm,flocking,spatial_variance,0.11572752935394323
llm2swarm,flocking,mean_dtw_distance,766.5231558924887
llm2swarm,flocking,spatial_variance,0.31037502285438306
llm2swarm,flocking,mean_dtw_distance,156.20528464190667
llm2swarm,flocking,spatial_variance,0.3305135555301041
llm2swarm,flocking,mean_dtw_distance,167.35894041617152
llm2swarm,flocking,spatial_variance,2.820422258349337
llm2swarm,flocking,mean_dtw_distance,2921.6491985076855
llm2swarm,flocking,spatial_variance,1.1035432135306917
llm2swarm,flocking,mean_dtw_distance,1613.4467036296141
llm2swarm,flocking,spatial_variance,0.2813159289158981
llm2swarm,flocking,mean_dtw_distance,152.50654018068187
llm2swarm,flocking,spatial_variance,0.34046827960424664
llm2swarm,flocking,mean_dtw_distance,164.59516341594426
llm2swarm,flocking,spatial_variance,1.819167242698364
llm2swarm,flocking,mean_dtw_distance,2672.154980398642
llm2swarm,flocking,spatial_variance,0.8842347652556903
llm2swarm,flocking,mean_dtw_distance,1628.6961369064834
llm2swarm,flocking,spatial_variance,0.2774854799200597
llm2swarm,flocking,mean_dtw_distance,153.27971115080072
llm2swarm,flocking,spatial_variance,0.3076242468778334
llm2swarm,flocking,mean_dtw_distance,1189.6853252995668
llm2swarm,flocking,spatial_variance,0.30209084499795874
llm2swarm,flocking,mean_dtw_distance,1167.286255541662
llm2swarm,flocking,spatial_variance,0.29217857476516657
llm2swarm,flocking,mean_dtw_distance,1049.074537981475
llm2swarm,flocking,spatial_variance,0.28446316381331044
llm2swarm,flocking,mean_dtw_distance,151.50067006613511
llm2swarm,flocking,spatial_variance,0.5365258632656981
llm2swarm,flocking,mean_dtw_distance,1533.985787392194
llm2swarm,flocking,spatial_variance,4.002100799574018
llm2swarm,flocking,mean_dtw_distance,3443.96281109845
llm2swarm,flocking,spatial_variance,0.26907043156005017
llm2swarm,flocking,mean_dtw_distance,146.9889129988019
llm2swarm,flocking,spatial_variance,0.34876488824579743
llm2swarm,flocking,mean_dtw_distance,167.84046236223793
llm2swarm,flocking,spatial_variance,7.037645440752065
llm2swarm,flocking,mean_dtw_distance,379.1933256017291
llm2swarm,flocking,spatial_variance,0.32541141336849777
llm2swarm,flocking,mean_dtw_distance,1105.2564455501317
llm2swarm,flocking,spatial_variance,0.09238421764517954
llm2swarm,flocking,mean_dtw_distance,713.1503263774678
llm2swarm,flocking,spatial_variance,0.3233147220611539
llm2swarm,flocking,mean_dtw_distance,159.17127739351267
llm2swarm,flocking,spatial_variance,0.28664248699066414
llm2swarm,flocking,mean_dtw_distance,151.53108175566848
llm2swarm,flocking,spatial_variance,0.28358345984347005
llm2swarm,flocking,mean_dtw_distance,150.86672518346654
llm2swarm,flocking,spatial_variance,0.32585041595724035
llm2swarm,flocking,mean_dtw_distance,1227.184118015266
llm2swarm,flocking,spatial_variance,4.117966659333723
llm2swarm,flocking,mean_dtw_distance,3434.293526139045
llm2swarm,flocking,spatial_variance,0.32794952730564997
llm2swarm,flocking,mean_dtw_distance,165.98845599561486
llm2swarm,flocking,spatial_variance,0.3605852292369245
llm2swarm,flocking,mean_dtw_distance,1281.5953675351157
